Choice|ITEM_BRG|NAMA_BRG|PACKING|HARGA|PARTAI|cl_na|Swatch_PRINT|ID
0|Y4639-0088-2/BX|80CM DIAMOND BASE POOL|36 PC|Rp.57,500/PC|NEW AGUSTUS||Y4639-0088-2-BX|647597
1|T1613-0005-15/BC|FROZEN BEAUTY SET|16 DZ|Rp.108,000/DZ|NEW SEPTEMBER||T1613-0005-15-BC|647598
1|T1613-0008-22/BC|LOL BEAUTY SET|16 DZ|Rp.108,000/DZ|NEW SEPTEMBER||T1613-0008-22-BC|647599
1|T1687-8026A/WB|P/B 4PC LOCO|16 DZ|Rp.150,000/DZ|NEW SEPTEMBER||T1687-8026A-WB|647600
1|T2058-0383-15K/BX|B/O KFC KITCHEN SET W/SOUND+LIGHT|8 PC|Rp.212,500/PC|NEW SEPTEMBER||T2058-0383-15K-BX|647601
1|T2266-0070AE/WB|B/O AMUSEMENT PARK/MUSIC+LIGHT|3 DZ|Rp.630,000/DZ|NEW SEPTEMBER||T2266-0070AE-WB|647602
1|T2404-3306/BX|B/O ACT.STEGOSAURS W/SOUND+LIGHT|5 DZ|Rp.420,000/DZ|NEW SEPTEMBER||T2404-3306-BX|647603
1|T2404-3335/WB|B/O PROJECT+EGG TREX/SOUND+LIGHT|48 PC|Rp.52,500/PC|NEW SEPTEMBER||T2404-3335-WB|647604
1|T2404-3337-1/BX|B/O ACT. EGG DINOSAURS W/SOUND+L|5 DZ|Rp.510,000/DZ|NEW SEPTEMBER||T2404-3337-1-BX|647605
1|T2404-3355/BX|B/O MECH.T-REX W/SOUND+LIGHT|30 PC|Rp.75,000/PC|NEW SEPTEMBER||T2404-3355-BX|647606
1|T3084-0091/WB|KITTY DISPENSER|16 DZ|Rp.135,000/DZ|NEW SEPTEMBER||T3084-0091-WB|647610
1|T3495-2713/BC|P/G PLANE SHOOTER|14 DZ|Rp.156,000/DZ|NEW SEPTEMBER||T3495-2713-BC|647611
1|T8690-0013|DORAEMON RATTLE / 3ASST|50 DZ|Rp.54,000/DZ|NEW SEPTEMBER||T8690-0013|647612
0|YW85-0806/WB|P/B METAL PORSCHE 4ASST|12 DZ|Rp.300,000/DZ|READY Y5||YW85-0806-WB|647816
0|YW85-0808/WB|P/B METAL PEAGEOT 4ASST|12 DZ|Rp.300,000/DZ|READY Y5||YW85-0808-WB|647817
0|Y8112-686-23C-A/BB|24PC INTELLECT BLOCKS|8 DZ|Rp.225,000/DZ|READY Y5||Y8112-686-23C-A-BB|647818
0|Y8867-0505|B/O STARWARS PHONE W/SOUND|30 DZ|Rp.78,000/DZ|READY Y5||Y8867-0505|647819
0|Y8893-2002/BX|UNO TETRIS STARKING SET|5 DZ|Rp.420,000/DZ|READY Y5||Y8893-2002-BX|647820
0|Y9848-0359/BC|MAGNET FISH GAME +3 FISH|10 DZ|Rp.144,000/DZ|READY Y5||Y9848-0359-BC|647821
0|Y8913-7072D|F/C LAMBORGHINI POLICE CAR|12 DZ|Rp.120,000/DZ|READY Y5||Y8913-7072D|647822
0|Y8028-7772B/DB|2PC KITTY FIGURINES|8 DZ|Rp.180,000/DZ|READY Y5||Y8028-7772B-DB|647823
0|Y9055-8610/PVC|6PC BABY RATTLE W/BELL|8 DZ|Rp.255,000/DZ|READY Y5||Y9055-8610-PVC|647824
0|Y9186-0338|P/G POLICE CAR|24 DZ|Rp.60,000/DZ|NEW JUNI 2||Y9186-0338|647825
0|Y8555-0513-18|F/C CEMENT MIXER|4 DZ|Rp.390,000/DZ|READY Y5||Y8555-0513-18|647826
0|Y8112-0686-25C/BB|72PC INTELLECT BLOCKS|6 DZ|Rp.300,000/DZ|READY Y5||Y8112-0686-25C-BB|647827
0|R2510-8157/BX|ICE CREAM DOUGH PLAYSET|24 PC|Rp.65,000/PC|NEW JUNI 2||R2510-8157-BX|647829
1|Y1706-GD2023/WB|R/C 2FC TANK 2ASST/MUSIC+LIGHT|4 DZ|Rp.450,000/DZ|NEW SEPTEMBER||Y1706-GD2023-WB|647831
0|R2778-0579A-5/BC|B/O DOLPHIN BUBBLE GUN/MUSIC|12 DZ|Rp.195,000/DZ|NEW JUNI 2||R2778-0579A-5-BC|647832
0|R3451-0726D-1/BX|FOODS PLAY DOUGH|4 DZ|Rp.330,000/DZ|NEW MEI 2||Y3451-0190A-BX|647833
0|R3471-0318-1|B/O NINJAGO FAN|40 DZ|Rp.60,000/DZ|READY R||R3471-0318-1|647834
0|R3579-0818A|F/C SUPER AUDI 2 ASST|24 DZ|Rp.99,000/DZ|READY R||R3579-0818A|647835
0|R3675-0678|P/G RACING CAR W/LIGHT|16 DZ|Rp.96,000/DZ|READY R||R3675-0678|647836
0|Y6133-1699-5|15CM DOLL+PURSE SET|10 DZ|Rp.270,000/DZ|NEW JUNI||Y6133-1699-5|647837
0|R4072-0820A38/WB|B/O LCD CASH-REGISTER/SOUND+LIGHT|18 PC|Rp.160,000/PC|NEW AGUSTUS 2||R4072-0820A38-WB|647838
0|R4198-0086-83A|P/G ROBOT FAN W/LIGHT|20 DZ|Rp.120,000/DZ|NEW JUNI 2||R4198-0086-83A|647839
0|R4638-0222A/BX|W/U KITTY JEWELBOX/MUSIC|36 PC|Rp.55,000/PC|READY R||R4638-0222A-BX|647840
0|R3189-6601/BX|B/O KITCHEN SET W/MUSIC+LIGHT|18 PC|Rp.75,000/PC|NEW AGUSTUS 2||R3189-6601-BX|647841
0|R1955-0136-C3/WB|11" HIJAB DOLL+ACCS|8 DZ|Rp.255,000/DZ|NEW AGUSTUS 2||R1955-0136-C3-WB|647842
0|R4655-0381-1/PVC|BABY BATH SET+DOLL|8 DZ|Rp.240,000/DZ|READY R||R4655-0381-1-PVC|647843
0|R4858-8113-46-47|HERO WATERPUMP/2ASST|60 PC|Rp.35,000/PC|NEW JUNI 2||R4858-8113-46-47|647844
0|R5203-1368-130-132/TB|KITTY DOCTOR+LUGGAGE/3ASST|16 PC|Rp.135,000/PC|NEW JUNI 2||R5203-1368-130-132-TB|647845
0|R4190-0018A/BX|B/O HELLO KITTY CUP LAMP|6 DZ|Rp.360,000/DZ|READY R||R4190-0018A-BX|647846
0|R4190-0308/BX|B/O HELLO KITTY TABLE LAMP|8 DZ|Rp.315,000/DZ|READY R||R4190-0308-BX|647847
0|R5567-0518/WB|CUBE FIDGET SPINNER|14 DZ|Rp.195,000/DZ|NEW MEI 2||R5567-0518-WB|647848
0|S2285-0666-1169/TB|CAR FOOD BAG+ACC SET|5 DZ|Rp.510,000/DZ|NEW MEI 2||S2285-0666-1169-TB|647849
0|S0030-7743E-I/WB|B/O FUNNY BOY NETBOOK|24 PC|Rp.135,000/PC|READY S1||S0030-7743E-I-WB|647850
0|S3332-0555|CHROME ALADIN DAGGER|60 DZ|Rp.36,000/DZ|NEW JUNI 2||S3332-0555|647851
0|S0101-6669/BX|B/O TANK LOCCO SET|10 DZ|Rp.165,000/DZ|READY S1||S0101-6669-BX|647852
0|S1046-2092A/BC|L/C 2-MAN SPEED RACER|12 DZ|Rp.120,000/DZ|READY S1||S1046-2092A-BC|647854
0|S3343-8355A-6/PVC|7PC BABY RATTLE|6 DZ|Rp.330,000/DZ|NEW AGUSTUS 2||S3343-8355A-6-PVC|647855
0|S3588-0638/BX|B/O CARTOON CAR/MUSIC+LIGHT|6 DZ|Rp.420,000/DZ|READY S1||S3588-0638-BX|647856
0|S3640-0159B6|18 PC NEW HOUSE BLOCKS|28 DZ|Rp.96,000/DZ|READY S1||S3640-0159B6|647857
0|S3732-1129A|B/O STARWAR 2-SWORD/S&L|12 DZ|Rp.240,000/DZ|READY S1||S3732-1129A|647858
0|S2990-0031/BC|3.5" DOLL+CLEANING ACC|30 DZ|Rp.90,000/DZ|READY S1||S2990-0031-BC|647859
0|S3332-5336|8PCS VINYL SNOW WHITE W/SOUND |8 DZ|Rp.360,000/DZ|READY S1||S3332-5336|647860
0|S1143-0858-34|R/C 4FC AUDI SUV|4 DZ|Rp.540,000/DZ|NEW JUNI 2||S1143-0858-34|647861
0|S1166-3223|GAJAH CARD GAME|32 DZ|Rp.69,000/DZ|READY S1||S1166-3223|647862
0|S3159-0812-2/BC|BEAUTY BEADS PLAYSET|20 DZ|Rp.120,000/DZ|NEW JUNI 2||S3159-0812-2-BC|647863
0|S3293-0234/BC|FUNNY BOWLING SET|5 DZ|Rp.300,000/DZ|NEW MEI 2||S3293-0234-BC|647864
0|S9355-0696/DB|FUNNY DOCTOR BAG SET|5 DZ|Rp.420,000/DZ|NEW JULI 2||S9355-0696-DB|647865
0|S9336-0339-6/MK|F/C ANGRY BIRD HAULER|9 DZ|Rp.180,000/DZ|READY S3||S9336-0339-6-MK|647866
0|S9649-6899A/PBX|ANGRYBIRD PUZZLE BLOCK|12 DZ|Rp.240,000/DZ|READY S3||S9649-6899A-PBX|647867
0|S8945-0536|75CM LONG PUMP WATERGUN|12 DZ|Rp.195,000/DZ|READY S3||S8945-0536|647868
0|S9791-8820-12/NET|65CM LONG PUMP WATERGUN|18 DZ|Rp.150,000/DZ|READY S3||S9791-8820-12-NET|647869
0|S9312-8604F/PVC|4PC BIG ANGRYBIRD SPACE W/SOUND|10 DZ|Rp.270,000/DZ|READY S3||S9312-8604F-PVC|647870
0|Y9031-0631-BX/F|F-1 RACER+MAN LEGO/3 ASST|24 DZ|Rp.57,000/DZ|READY Y5||Y9031-0631-BX-F|647871
0|Y4042-789-908A/WB|R/C 4FC 1:22 RACER|6 DZ|Rp.375,000/DZ|NEW AGUSTUS||Y4042-789-908A-WB|647872
0|S8019-0552|P/B CHROMED POLICE CAR|32 DZ|Rp.66,000/DZ|READY S3||S8019-0552|647873
0|S7766-8410B-2/TB|DOCTOR SET IN TROLLEY|24 PC|Rp.60,000/PC|NEW JUNI 2||S7766-8410B-2-TB|647874
0|S8709-0007-9|P/B CHROME AVENGERS|24 DZ|Rp.72,000/DZ|READY S3||S8709-0007-9|647875
0|S8367-0303|B/O ANGRY BIRD PHONE W/MUSIC|40 DZ|Rp.69,000/DZ|NEW JUNI 2||S8367-0303|647876
0|S9328-1102C-1/BX|B/O IRONMAN ROBOT/MUSIC+LIGHT|6 DZ|Rp.390,000/DZ|NEW JUNI 2||S9328-1102C-1-BX|647877
0|S7679-8898|TAMBORINE BABY RATTLE|16 DZ|Rp.90,000/DZ|READY S3||S7679-8898|647878
0|S8460-11713/BX|PIZZA PLAYDOUGH SET|2 DZ|Rp.570,000/DZ|READY S3||S8460-11713-BX|647879
0|S8355-1209/BX|B/O DANCE CAR W/SOUND+LIGHT|6 DZ|Rp.390,000/DZ|READY S3||S8355-1209-BX|647880
0|S7413-8817A/BX|B/O ACT.ARAB CAR W/MUSIC+LIGHT|5 DZ|Rp.540,000/DZ|READY S3||S7413-8817A-BX|647881
0|S8780-0658A-2/BC|P/B 2 BUS|8 DZ|Rp.225,000/DZ|READY S3||S8780-0658A-2-BC|647882
0|S9054-0688|3-ANIMAL LONG RATTLE|30 DZ|Rp.102,000/DZ|READY S3||S9054-0688|647883
0|S9061-0988-5|F/C ANGRYBIRD CONTAINER|18 DZ|Rp.108,000/DZ|READY S3||S9061-0988-5|647884
0|S7901-0355|P/G FUNNY PER DEER|14 DZ|Rp.114,000/DZ|READY S3||S7901-0355|647885
0|S7155-0015/BX|ANGRY BIRD DRAW BOARD|8 PC|Rp.225,000/PC|NEW MEI 2||S7155-0015-BX|647886
0|S9328-1103/BX|B/O ROBOT W/SOUND+LIGHT|8 DZ|Rp.300,000/DZ|READY S3||S9328-1103-BX|647887
0|S8043-0001B/WB|B/O DOLPHIN TUMBLING CAR W/LIGHT|8 DZ|Rp.180,000/DZ|NEW JULI 2||S8043-0001B-WB|647888
0|S8848-0480|F/C POLICE RACER|20 DZ|Rp.84,000/DZ|READY S3||S8848-0480|647889
0|S7358-0777-70/BX|B/O CONSTR.TRUCK/MUSIC+LIGHT|8 DZ|Rp.315,000/DZ|NEW AGUSTUS 2||S7358-0777-70-BX|647890
0|T0042-8801J-BB/F|SPD WATCH|24 DZ|Rp.48,000/DZ|READY T1||T0042-8801J-BB-F|647891
0|T1803-0007B/WB|R/C 4FC ROBO-CAR/MUSIC+LIGHT|36 PC|Rp.95,000/PC|READY T1||T1803-0007B-WB|647892
0|T0115-1402/WB|B/O 6-IN-1 TV GAMES|48 PC|Rp.45,000/PC|READY T1|B/O GAME ITEMS|T0115-1402-WB|647893
0|T9472-1873-2/BX|B/ O BEN-10 SUV W/MUSIC+LIGHT|12 DZ|Rp.270,000/DZ|READY T5||T9472-1873-2-BX|647894
0|T9646-9008-BX/F|90PCS FUN BLOCK SET|6 DZ|Rp.270,000/DZ|NEW JUNI 2||T9646-9008-BX-F|647895
0|T9786-0138-39/WB|3-IN-1 CAR BLOCKS|4 DZ|Rp.450,000/DZ|NEW JUNI 2|EDUCATION BLOCKS/PUZZLES|T9786-0138-39-WB|647896
0|T9635-0813A/BX|B/O ACTION RACER /MUSIC+LIGHT|8 DZ|Rp.405,000/DZ|READY T5||T9635-0813A-BX|647897
0|T9091-2208|P/B MINIBUS|32 DZ|Rp.66,000/DZ|READY T5||T9091-2208|647898
0|Y3190-1022|B/O BIG KITTY TELP W/SOUND+LIGHT|3 DZ|Rp.330,000/DZ|NEW JULI 2||Y3190-1022|647899
0|Y2023-1688|B/O PRINCESS ORGAN/MUSIC+LIGHT|20 DZ|Rp.135,000/DZ|READY Y2||Y2023-1688|647900
0|Y2083-3012/BC|FISHING GAME SET|6 DZ|Rp.255,000/DZ|NEW JULI 2||Y2083-3012-BC|647901
0|Y6749-6004B/WB|B/O IRONMAN GLOVES/LIGHT|4 DZ|Rp.660,000/DZ|NEW JULI 2||Y6749-6004B-WB|647902
0|Y7473-3401/BX|MILITARY TENT|24 PC|Rp.115,000/PC|READY Y4||Y7473-3401-BX|647903
0|Y7141-2632/WB|MAGIC CLAY SET/3 ASST|8 DZ|Rp.360,000/DZ|READY Y4||Y7141-2632-WB|647904
0|Y7176-8801/BC|BIG METAL CAR SET 4ASST|8 DZ|Rp.330,000/DZ|READY Y4||Y7176-8801-BC|647905
0|T2157-8801/PVC|F/C FIRE RESCUE SET|6 DZ|Rp.345,000/DZ|READY T2||T2157-8801-PVC|647907
0|Y2240-1689AB/BX|S/C 2-BIRD WARNA LIGHT/SOUND|6 DZ|Rp.480,000/DZ|READY Y2||Y2240-1689AB-BX|647908
0|Y2240-5105/BX|S/C 1-PARROT/SOUND|5 DZ|Rp.480,000/DZ|READY Y2||Y2240-5105-BX|647909
0|Y3068-8510/BC|B/O MICROPHONE W/MUSIC+LIGHT|10 DZ|Rp.240,000/DZ|NEW JULI 2||Y3068-8510-BC|647910
0|Y3276-0666/PVC|FISH METAL XYLOPHONE|5 DZ|Rp.390,000/DZ|NEW JULI 2||Y3276-0666-PVC|647911
0|Y3287-3303A/BX|B/O SPACEGUN W/SOUND+LIGHT|36 PC|Rp.60,000/PC|NEW JULI 2||Y3287-3303A-BX|647912
0|Y5514-2001/BC|POOL TABLE SET|6 DZ|Rp.270,000/DZ|NEW JULI 2||Y5514-2001-BC|647913
0|R6577-0698-05/WB|5PC NEW METAL RACER|8 DZ|Rp.390,000/DZ|READY H||R6577-0698-05-WB|647914
0|Y4428-601010/BX|B/O 3D LED POLICE CAR/SOUND+LIGHT|8 DZ|Rp.345,000/DZ|NEW AGUSTUS||Y4428-601010-BX|647915
1|S5930-0800-3/BC|P/G DART RIFLE+3 DUCK|10 DZ|Rp.120,000/DZ|NEW SEPTEMBER||S5930-0800-3-BC|647916
0|S6978-0868-1/BC|B/O SOFIA TELEPHONE/MUSIC+LIGHT|14 DZ|Rp.126,000/DZ|READY S2||S6978-0868-1-BC|647917
0|S5212-0910C/WB|B/O BEN-10 P MOTOR W/MUSIC+LIGHT|6 DZ|Rp.480,000/DZ|READY S2||S5212-0910C-WB|647918
0|S5212-0811/BX|B/O BEN-10 RACING CAR W/SOUND+L|8 DZ|Rp.270,000/DZ|READY S2||S5212-0811-BX|647919
0|S5489-0733A-4/BX|KITTY SUSHI PLAYDOUGH|48 PC|Rp.47,500/PC|READY S2||S5489-0733A-4-BX|647920
0|S4245-0668-4|ULTRAMAN MASK|28 DZ|Rp.60,000/DZ|NEW AGUSTUS 2||S4245-0668-4|647921
0|S5408-0921-3A/WB|R/C BEN 10 PICK-UP W/LIGHT|4 DZ|Rp.570,000/DZ|READY S2||S5408-0921-3A-WB|647922
0|S4245-0679|ULTRAMAN MASK (TEBAL)|30 DZ|Rp.54,000/DZ|READY S2||S4245-0679|647923
0|S9942-0999-23B/WB|B/O AVENGERS TRAIN SET|12 DZ|Rp.156,000/DZ|NEW JULI 2||S9942-0999-23B-WB|647924
0|S8297-3623/PVC|B/O 12" DOLL W/IC SOUND|10 DZ|Rp.315,000/DZ|READY S2||S8297-3623-PVC|647925
0|S8196-0240/WB|B/O CONST. BOAT W/SOUND+LIGHT|12 PC|Rp.187,500/PC|READY S3||S8196-0240-WB|647926
0|Y5640-1881/PVC|BABY BATH SET+DOLL|6 DZ|Rp.270,000/DZ|NEW JULI 2||Y5640-1881-PVC|647927
0|S3095-5676|F/C MITSUBISHI LANCER|36 DZ|Rp.69,000/DZ|READY S1||S3095-5676|647928
0|S2938-0121/BC|P/B VW CAR|40 DZ|Rp.72,000/DZ|READY S1|P/B CARS|S2938-0121-BC|647929
0|S4934-0336-6/BC|B/O ANGRYBIRD TELP W/SOUND|18 DZ|Rp.120,000/DZ|READY S2||S4934-0336-6-BC|647930
1|R4986-0688/WB|B/O ACT. BUZZ+WING/SOUND+LIGHT|18 PC|Rp.90,000/PC|NEW SEPTEMBER||R4986-0688-WB|647932
0|S1588-9006-2|F/C POWER RACER|24 DZ|Rp.66,000/DZ|NEW JUNI 2||S1588-9006-2|647933
0|S2501-2016+LS/DBX|12 PC GASING A.BIRD/LIGHT|40 DZ|Rp.75,000/DZ|READY S1||S2501-2016+LS-DBX|647934
0|S4968-0009-12-13/BX|CARS&PLANES PUZZLE BOX|4 DZ|Rp.480,000/DZ|READY S2||S4968-0009-12-13-BX|647935
0|S6473-2095-B1B2/BX|DRESSER TABLE SET|3 DZ|Rp.600,000/DZ|NEW JUNI 2||S6473-2095-B1B2-BX|647936
0|Y6857-1189/DBX|12PCS EGG BABY DOLL|24 DZ|Rp.90,000/DZ|READY Y4||Y6857-1189-DBX|647937
0|Y9031-0009A-BX/F|ARMY VEHICLE LEGO/5 ASST|40 DZ|Rp.33,000/DZ|READY Y5||Y9031-0009A-BX-F|647938
0|Y3781-3350/BX|B/O TRANSF. SPEEDBOAT/SOUND+L|4 DZ|Rp.570,000/DZ|NEW AGUSTUS||Y3781-3350-BX|647939
0|S1712-0096M|F/C FUNNY TUK-TUK TRUCK |14 DZ|Rp.96,000/DZ|READY S1||S1712-0096M|647940
0|S5161-0888-C1|16 PCS BLOCKS SET|18 DZ|Rp.195,000/DZ|READY S2||S5161-0888-C1|647941
0|S1961-2076|F/C BEN-10 CONTAINER TRUCK|10 DZ|Rp.150,000/DZ|READY S1||S1961-2076|647942
0|S5866-0318|F/C CHROMED RACING CAR|30 DZ|Rp.72,000/DZ|READY S2||S5866-0318|647943
0|S7333-8606/BC|3PC SHAUN THE SHEEP SET|6 DZ|Rp.240,000/DZ|READY S2||S7333-8606-BC|647944
0|S2634-7077-69/PVC|WILD WEST INDIAN SET|16 DZ|Rp.60,000/DZ|READY S1||S2634-7077-69-PVC|647945
0|S1850-3778-LS5B+CH/WB|R/C 4FC MACH 5  RACER/LIGHT|24 PC|Rp.90,000/PC|READY S1||S1850-3778-LS5B+CH-WB|647946
0|S5171-0865/BX|KITCHEN PLAYSET|4 DZ|Rp.390,000/DZ|NEW AGUSTUS 2||S5171-0865-BX|647947
0|S3505-0808|F/C POLICE RACER|24 DZ|Rp.78,000/DZ|NEW JULI 2||S3505-0808|647948
0|S4679-0328-B|P/G BAJAJ|16 DZ|Rp.72,000/DZ|NEW MEI 2||S4679-0328-B|647949
0|S4208-0386/WB|B/O KITTY TABLE LAMP W/MUSIC+LIGHT|3 DZ|Rp.690,000/DZ|NEW JUNI 2||S4208-0386-WB|647950
0|S2285-666-168-1/TB|BEAUTY PLAYSET|36 PC|Rp.77,500/PC|NEW MEI 2||S2285-666-168-1-TB|647951
0|S4355-0001-2/WB|P/R POWER TRACK SET|4 DZ|Rp.390,000/DZ|NEW JUNI 2||S4355-0001-2-WB|647952
0|S3505-0802|F/C RACING CAR|24 DZ|Rp.72,000/DZ|NEW JULI 2||S3505-0802|647953
0|S2848-8001+CH/WB|R/C TRANSFORMER ROBOT+BAT+CH|24 PC|Rp.115,000/PC|READY S1|B/O TRANSFORMERS|S2848-8001+CH-WB|647954
0|S2867-8801/WB|P/B METAL PAJERO 4 ASST|4 DZ|Rp.300,000/DZ|READY S1||S2867-8801-WB|647955
0|R4973-1602/BX|B/O ACTION LEARN BLOCK GEAR|4 DZ|Rp.450,000/DZ|NEW MEI||R4973-1602-BX|647956
0|R7607-9925/WB|R/C 4FC ACT. EXCAVATOR|24 PC|Rp.80,000/PC|NEW MEI||R7607-9925-WB|647957
1|S4739-1166-5/PVC|B/O THOR AXE W/MUSIC+LIGHT|5 DZ|Rp.390,000/DZ|NEW SEPTEMBER||S4739-1166-5-PVC|647960
0|Y7152-0088-8|P/G TURTLE W/LIGHT|30 DZ|Rp.69,000/DZ|NEW AGUSTUS 2||Y7152-0088-8|647961
1|T7964-1238|P/G MOUSE W/LIGHT|30 DZ|Rp.63,000/DZ|NEW SEPTEMBER||T7964-1238|647962
1|R4042-6714E/WB|B/O BRO-DINO+SHOOT/SOUND+LIGHT|4 DZ|Rp.570,000/DZ|NEW SEPTEMBER||R4042-6714E-WB|647963
1|R3368-9921/BX|B/O AUTO EVA RIFLE GUN|12 PC|Rp.162,500/PC|NEW SEPTEMBER||R3368-9921-BX|647964
1|R6057-0963/BX|CONSTRUCTION PLAYSET|36 PC|Rp.70,000/PC|NEW SEPTEMBER||R6057-0963-BX|647966
1|S8566-0175A-23/WB|B/O CONSTRUCTION TRUCK W/S+L|48 PC|Rp.47,500/PC|NEW SEPTEMBER||S8566-0175A-23-WB|647967
1|S8657-0863D-1/WB|R/C 1:20 4FC FAST RACER|30 PC|Rp.75,000/PC|NEW SEPTEMBER||S8657-0863D-1-WB|647968
1|T3029-0015-B/BX|B/O ACTION DRAGON/SOUND+LIGHT|36 PC|Rp.65,000/PC|NEW SEPTEMBER||T3029-0015-B-BX|647969
1|T8292-9388-92/BC|FROZEN METAL XYLOPHONE|16 DZ|Rp.165,000/DZ|NEW SEPTEMBER||T8292-9388-92-BC|647970
1|T8462-0199-9B/PVC|4PC AVENGERS|30 DZ|Rp.78,000/DZ|NEW SEPTEMBER||T8462-0199-9B-PVC|647971
1|Y1264-60154|B/O BALD EAGLE W/SOUND+LIGHT|12 DZ|Rp.186,000/DZ|NEW SEPTEMBER||Y1264-60154|647972
0|T0270-0366/BX|COMP. TABLE+GIRL BLOCKS|300 PC|Rp.8,487/PC|PIRATES||T0270-0366-BX|647974
0|P0001-2005/PVC|3PCS CITY TRANSPORT|16 DZ|Rp.165,000/DZ|BABY PLAY SET||P0001-2005-PVC|647975
1|Y1706-YD18A-6/WB|4/C FC 3D BUGATTI W/LIGHT|5 DZ|Rp.480,000/DZ|NEW SEPTEMBER||Y1706-YD18A-6-WB|647976
1|Y2712-5516-R/PVC|SQUARE BALL POOL 120CM|48 PC|Rp.60,000/PC|NEW SEPTEMBER||Y2712-5516-R-PVC|647977
1|Y2712-HJ358B/BAG|TRIANGLE TENT 90CM|36 DZ|Rp.65,000/DZ|NEW SEPTEMBER||Y2712-HJ358B-BAG|647978
1|Y3523-A002/BC|75 CM SNAKE SET|220 PC|Rp.7,500/PC|NEW SEPTEMBER||Y3523-A002-BC|647979
1|Y4257-AZL891/PVC|JUMPING ROPE+COUNTER|24 DZ|Rp.108,000/DZ|NEW SEPTEMBER||Y4257-AZL891-PVC|647980
1|Y5018-3330/BX|B/O ACT. DINOSAUR W/SOUND+LIGHT|6 DZ|Rp.315,000/DZ|NEW SEPTEMBER||Y5018-3330-BX|647981
1|Y5766-0628-2/BX|B/O ACT. DYSSON CLEANER|12 PC|Rp.160,000/PC|NEW SEPTEMBER||Y5766-0628-2-BX|647982
1|Y6206-0688-83A/BX|SUITCASE MAKE-UP SET|24 PC|Rp.100,000/PC|NEW SEPTEMBER||Y6206-0688-83A-BX|647983
1|Y6979-0889-68/WB|B/O FISHING GAME W/MUSIC|4 DZ|Rp.570,000/DZ|NEW SEPTEMBER||Y6979-0889-68-WB|647984
1|Y7369-9829/DBX|FLY FORM BIRD @48PC/DBX|48 DZ|Rp.30,000/DZ|NEW SEPTEMBER||Y7369-9829-DBX|647985
1|Y7723-2355-1/BX|B/O B-DAY CAKE/MUSIC+LIGHT|4 DZ|Rp.540,000/DZ|NEW SEPTEMBER||Y7723-2355-1-BX|647986
0|P0001-2013/PVC|6PCS BUAH ASST|10 DZ|Rp.300,000/DZ|BABY PLAY SET||P0001-2013-PVC|647990
0|T0270-0465/BX|RACER BLOCK (32PCS)|480 PC|Rp.5,126/PC|PIRATES||T0270-0465-BX|647991
0|T0270-0740/BX|MINI BLOCKS (32PCS)|288 PC|Rp.5,540/PC|PIRATES||T0270-0740-BX|647992
1|R4841-0398D-D1|PSP WATER GAME|40 DZ|Rp.51,000/DZ|NEW SEPTEMBER||R4841-0398D-D1|647994
1|R8038-0168-1/WB|5.1CM RUBIK CUBE|24 DZ|Rp.102,000/DZ|NEW SEPTEMBER||R8038-0168-1-WB|647996
1|S4658-0877-A8/PVC|3PC CROCODILE+4 EGG|10 DZ|Rp.300,000/DZ|NEW SEPTEMBER||S4658-0877-A8-PVC|647997
1|S7358-0777-98/BX|B/O MILITARY TRUCK/MUSIC+LIGHT|8 DZ|Rp.330,000/DZ|NEW SEPTEMBER||S7358-0777-98-BX|647998
1|T3209-0732/WB|B/O FIRE RESCUE+WATER W/S+LIGHT|36 PC|Rp.60,000/PC|NEW SEPTEMBER||T3209-0732-WB|647999
1|T3209-0733/WB|B/O FIRE RESCUE+WATER W/S+LIGHT|48 PC|Rp.57,500/PC|NEW SEPTEMBER||T3209-0733-WB|648000
1|Y0211-6020A/WB|CLAM GAME+USB W/MUSIC+LIGHT|18 PC|Rp.155,000/PC|NEW SEPTEMBER||Y0211-6020A-WB|648001
1|Y0472-9952-3|DUCK WATER GAME|30 DZ|Rp.45,000/DZ|NEW SEPTEMBER||Y0472-9952-3|648002
1|Y1177-0020/PVC|12" POWER PUMP INFLATOR|20 DZ|Rp.135,000/DZ|NEW SEPTEMBER||Y1177-0020-PVC|648003
1|Y1577-9952-4|PSP WATER GAME|24 DZ|Rp.66,000/DZ|NEW SEPTEMBER||Y1577-9952-4|648004
1|Y2237-0092|BUTTERPLY|60 DZ|Rp.33,000/DZ|NEW SEPTEMBER||Y2237-0092|648005
0|T0270-0524/BX|CONSTRUCTION BLOCK (22PCS)|720 PC|Rp.3,834/PC|PIRATES||T0270-0524-BX|648013
0|R1241-0128/BC|CUT CAKE AND BISCUIT SET|12 DZ|Rp.195,000/DZ|NEW AGUSTUS 2||R1241-0128-BC|648014
0|R7471-2021-7AB/BC|ALPHABET DOUGH PLAYSET|12 DZ|Rp.165,000/DZ|NEW JUNI 2||R7471-2021-7AB-BC|648015
0|R4860-0666-1A/PVC|B/O 40CM ULTRAMAN/MUSIC+LIGHT|4 DZ|Rp.420,000/DZ|NEW MEI 2||R4860-0666-1A-PVC|648016
0|R5549-0336-102A/BC|TURNED MOTOR WARRIOR/5ASST|10 DZ|Rp.156,000/DZ|NEW JUNI 2||R5549-0336-102A-BC|648017
0|R3415-0127K/WB|B/O HELLO KITTY BUBBLE W/S+LIGHT|4 DZ|Rp.510,000/DZ|NEW JUNI 2||R3415-0127K-WB|648018
